id_ticket,canale,tipo_cliente,componente_indicato,priorita_dichiarata,stack_trace,allegati,lunghezza_descrizione,parole_errore,parole_richiesta,punti_interrogativi,utenti_segnalanti,ora_apertura,categoria
T-01368,email,Business,Mobile,Alta,0,0,821,3,0,0,1,13,Bug
T-01369,chat,Business,Frontend,Bassa,0,0,996,0,2,1,1,15,Richiesta
T-01370,email,Business,Mobile,Bassa,0,1,423,0,4,1,1,13,Richiesta
T-01371,telefono,Enterprise,Nessuno,Alta,1,1,285,4,0,1,6,9,Incidente
T-01372,form,Enterprise,Mobile,Bassa,1,0,1574,6,0,2,1,13,Bug
T-01373,telefono,Free,Mobile,Bassa,1,2,157,2,0,2,1,15,Bug
T-01374,email,Enterprise,Account,Bassa,0,2,272,1,1,2,1,14,Richiesta
T-01375,form,Free,Frontend,Bassa,0,2,870,4,0,1,1,11,Bug
T-01376,chat,Free,Nessuno,Media,0,1,376,1,2,5,1,14,Domanda
T-01377,telefono,Free,Mobile,Bassa,0,1,202,0,2,4,1,15,Domanda
T-01378,email,Free,Frontend,Media,0,0,185,2,0,2,1,13,Domanda
T-01379,telefono,Free,API,Alta,1,1,924,0,1,0,8,23,Incidente
T-01380,form,Free,Nessuno,Bassa,0,0,176,1,0,3,2,10,Domanda
T-01381,email,Business,Frontend,Bassa,0,0,588,1,7,4,1,15,Richiesta
T-01382,form,Free,Frontend,Bassa,1,1,3150,3,0,0,2,21,Bug
T-01383,email,Business,Frontend,Media,1,1,970,5,0,0,1,12,Bug
T-01384,form,Free,Mobile,Media,0,1,547,0,2,0,1,9,Richiesta
T-01385,form,Enterprise,Fatturazione,Media,1,3,833,2,1,0,3,13,Bug
T-01386,email,Enterprise,API,Alta,0,1,656,1,0,1,6,21,Incidente
T-01387,chat,Free,Fatturazione,Media,0,0,115,0,3,1,1,17,Domanda
T-01388,chat,Enterprise,Backend,Bassa,1,0,385,1,0,0,1,17,Bug
T-01389,chat,Free,Fatturazione,Bassa,0,1,130,1,1,2,1,10,Domanda
T-01390,email,Free,Account,Bassa,0,1,520,0,3,1,1,11,Richiesta
T-01391,email,Business,Account,Bassa,0,0,418,0,2,2,1,15,Richiesta
T-01392,form,Free,Nessuno,Bassa,0,2,325,1,4,0,1,15,Richiesta
T-01393,chat,Enterprise,API,Alta,1,2,740,3,0,1,5,14,Incidente
T-01394,email,Business,Frontend,Bassa,0,1,443,0,4,2,1,11,Richiesta
T-01395,form,Business,Frontend,Urgente,1,1,1598,5,1,1,2,12,Bug
T-01396,email,Enterprise,Nessuno,Alta,0,2,559,1,1,0,1,14,Richiesta
T-01397,chat,Business,Mobile,Bassa,0,2,1573,1,0,0,1,9,Bug
T-01398,chat,Free,API,Bassa,0,0,435,1,1,2,1,11,Domanda
T-01399,email,Free,Nessuno,Media,0,0,755,0,2,3,1,18,Domanda
T-01400,email,Business,Frontend,Alta,1,1,1314,5,1,0,1,15,Bug
T-01401,form,Business,Nessuno,Media,0,1,466,0,1,2,1,14,Domanda
T-01402,form,Free,Backend,Bassa,1,3,1102,5,1,0,1,16,Bug
T-01403,email,Free,Backend,Alta,1,1,471,4,0,0,7,7,Incidente
T-01404,chat,Business,Frontend,Alta,1,0,434,2,1,0,2,12,Bug
T-01405,email,Business,Backend,Bassa,1,0,793,3,1,1,2,15,Bug
T-01406,chat,Enterprise,Mobile,Bassa,0,0,183,0,0,3,2,12,Domanda
T-01407,telefono,Enterprise,Mobile,Urgente,0,0,235,1,0,0,10,1,Incidente
T-01408,form,Business,Mobile,Alta,1,2,623,2,1,1,1,13,Bug
T-01409,chat,Business,API,Media,0,0,379,1,1,0,1,16,Domanda
T-01410,form,Enterprise,Backend,Media,0,1,1123,3,1,1,1,19,Bug
T-01411,form,Enterprise,Nessuno,Bassa,0,0,467,1,2,1,1,12,Richiesta
T-01412,chat,Free,API,Media,0,1,129,0,0,3,1,14,Domanda
T-01413,email,Business,Account,Bassa,0,0,417,1,1,1,2,13,Richiesta
T-01414,email,Enterprise,Nessuno,Alta,0,0,935,1,0,1,1,14,Richiesta
T-01415,chat,Free,Fatturazione,Bassa,0,0,348,0,0,3,1,14,Domanda
T-01416,form,Free,API,Alta,1,0,1189,3,0,1,1,13,Bug
T-01417,email,Business,Mobile,Media,0,1,472,3,2,1,1,19,Bug
T-01418,chat,Business,Frontend,Bassa,0,0,256,0,1,3,2,10,Domanda
T-01419,form,Enterprise,Frontend,Media,1,2,1285,3,0,0,1,15,Bug
T-01420,form,Business,Backend,Bassa,0,0,1439,2,1,0,1,8,Bug
T-01421,form,Enterprise,API,Bassa,0,1,335,0,1,0,2,14,Bug
T-01422,email,Business,Backend,Bassa,0,0,336,1,1,0,2,16,Richiesta
T-01423,email,Business,Account,Media,0,0,376,1,2,2,1,14,Domanda
T-01424,email,Free,Frontend,Media,1,1,939,2,0,0,1,18,Bug
T-01425,form,Enterprise,Fatturazione,Media,0,1,496,5,0,1,1,14,Bug
T-01426,email,Business,API,Urgente,1,1,282,2,0,0,13,14,Incidente
T-01427,chat,Business,Frontend,Media,0,0,245,1,0,0,1,9,Bug
T-01428,chat,Business,Frontend,Bassa,0,0,178,0,0,1,1,9,Domanda
T-01429,email,Free,Frontend,Media,0,0,572,5,0,2,2,13,Bug
T-01430,email,Business,API,Alta,0,0,265,1,0,0,6,11,Incidente
T-01431,chat,Business,API,Alta,0,0,166,0,0,0,6,3,Incidente
T-01432,chat,Free,Nessuno,Bassa,0,1,246,0,0,3,1,16,Domanda
T-01433,email,Business,API,Urgente,0,0,2468,5,0,1,4,20,Incidente
T-01434,form,Enterprise,Frontend,Media,0,1,1678,3,0,2,1,10,Bug
T-01435,form,Enterprise,Nessuno,Media,0,2,525,0,4,2,1,16,Richiesta
T-01436,form,Business,Frontend,Media,0,0,288,0,1,0,2,9,Domanda
T-01437,chat,Business,Frontend,Alta,0,1,478,3,0,1,2,6,Incidente
T-01438,form,Free,Fatturazione,Alta,1,2,272,3,0,1,1,14,Bug
T-01439,telefono,Business,Nessuno,Alta,1,0,368,2,0,0,7,10,Incidente
T-01440,chat,Enterprise,Fatturazione,Bassa,0,0,235,2,2,2,1,14,Domanda
T-01441,form,Free,Fatturazione,Media,0,0,1053,2,6,0,1,11,Richiesta
T-01442,email,Free,Frontend,Media,1,0,1144,1,0,0,1,17,Bug
T-01443,chat,Enterprise,Account,Bassa,0,0,141,0,1,1,1,8,Domanda
T-01444,form,Free,Backend,Alta,1,1,600,1,0,0,1,13,Bug
T-01445,chat,Free,API,Media,0,2,214,0,0,3,1,16,Domanda
T-01446,email,Business,Account,Media,0,1,1085,4,0,0,2,13,Bug
T-01447,form,Free,Backend,Media,0,1,155,3,1,0,1,11,Bug
T-01448,chat,Free,Nessuno,Bassa,0,0,344,0,2,2,1,13,Domanda
T-01449,email,Business,Nessuno,Bassa,0,2,474,0,0,1,1,11,Domanda
T-01450,telefono,Enterprise,API,Urgente,0,0,186,2,0,0,8,1,Incidente
T-01451,form,Business,Frontend,Bassa,0,1,504,3,0,2,1,14,Bug
T-01452,chat,Free,Nessuno,Media,0,0,265,1,0,1,1,12,Domanda
T-01453,form,Enterprise,Mobile,Bassa,1,1,395,2,1,1,1,17,Bug
T-01454,email,Free,Fatturazione,Media,0,0,443,0,2,3,1,8,Domanda
T-01455,chat,Business,Fatturazione,Bassa,0,0,414,1,0,4,1,10,Domanda
T-01456,form,Business,Frontend,Media,1,2,609,0,0,0,1,15,Bug
T-01457,email,Free,Fatturazione,Bassa,0,1,690,0,4,2,1,17,Richiesta
T-01458,form,Business,Nessuno,Bassa,0,1,303,0,3,1,1,15,Richiesta
T-01459,chat,Enterprise,API,Alta,0,0,569,0,0,0,1,18,Bug
T-01460,email,Free,Frontend,Media,0,0,260,1,0,4,1,17,Domanda
T-01461,form,Business,Account,Alta,0,2,1098,6,1,0,1,15,Bug
T-01462,chat,Business,Account,Media,0,0,325,2,0,7,1,11,Domanda
T-01463,form,Business,Backend,Bassa,0,0,138,0,1,3,1,14,Domanda
T-01464,form,Business,Nessuno,Bassa,0,0,223,0,1,0,1,13,Richiesta
T-01465,email,Enterprise,Backend,Urgente,1,0,458,3,0,2,8,13,Incidente
T-01466,chat,Business,Nessuno,Bassa,0,0,222,0,0,2,1,13,Domanda
T-01467,telefono,Free,Backend,Urgente,0,1,547,3,0,0,10,16,Incidente
T-01468,form,Business,Frontend,Media,0,0,109,1,1,5,1,15,Domanda
T-01469,chat,Free,Frontend,Media,0,0,161,0,1,1,1,12,Domanda
T-01470,form,Business,Account,Media,0,1,436,0,1,0,1,17,Richiesta
T-01471,email,Business,Nessuno,Bassa,0,1,383,0,0,1,1,17,Richiesta
T-01472,form,Business,Frontend,Bassa,1,1,1165,4,0,0,1,15,Bug
T-01473,telefono,Enterprise,Account,Media,0,0,187,0,0,1,1,18,Domanda
T-01474,form,Business,Mobile,Media,0,2,589,2,1,1,2,19,Bug
T-01475,chat,Enterprise,API,Media,0,0,499,3,1,1,2,14,Bug
T-01476,telefono,Enterprise,Backend,Media,0,3,478,1,1,1,6,17,Incidente
T-01477,chat,Business,Nessuno,Bassa,0,0,290,0,1,2,1,18,Domanda
T-01478,email,Free,Nessuno,Media,0,4,1181,0,2,4,1,17,Richiesta
T-01479,form,Business,Backend,Alta,1,0,1796,1,0,1,1,12,Bug
T-01480,chat,Business,Nessuno,Bassa,0,1,747,1,3,0,1,16,Richiesta
T-01481,telefono,Business,API,Alta,0,0,272,5,0,0,3,13,Incidente
T-01482,email,Business,Backend,Bassa,0,1,422,1,5,0,1,15,Richiesta
T-01483,email,Business,Mobile,Media,1,0,660,4,0,0,1,15,Bug
T-01484,email,Business,Nessuno,Media,0,0,463,1,4,1,1,10,Richiesta
T-01485,form,Business,Frontend,Alta,0,1,1591,2,0,0,1,9,Bug
T-01486,form,Free,Backend,Media,1,0,415,3,0,0,2,10,Bug
T-01487,telefono,Enterprise,API,Alta,1,0,422,4,0,0,9,16,Incidente
T-01488,chat,Enterprise,Mobile,Bassa,1,2,180,1,0,3,1,11,Domanda
T-01489,chat,Enterprise,Fatturazione,Bassa,0,3,220,0,2,2,1,16,Domanda
T-01490,email,Free,Mobile,Bassa,0,0,771,1,0,0,2,9,Richiesta
T-01491,form,Business,Mobile,Media,0,1,823,2,1,0,1,12,Bug
T-01492,email,Free,Account,Media,0,0,783,0,0,2,1,9,Domanda
T-01493,email,Enterprise,API,Media,0,1,1428,3,0,0,7,13,Incidente
T-01494,chat,Enterprise,Fatturazione,Alta,0,0,170,2,1,3,1,14,Domanda
T-01495,form,Free,Account,Bassa,0,2,896,0,1,0,2,12,Bug
T-01496,telefono,Free,Mobile,Alta,1,2,1727,1,0,0,2,9,Bug
T-01497,chat,Enterprise,Nessuno,Alta,0,0,357,0,1,1,1,10,Domanda
T-01498,chat,Business,Account,Media,1,3,925,2,0,2,8,4,Incidente
T-01499,email,Business,Mobile,Alta,1,1,340,2,0,1,10,6,Incidente
T-01500,form,Business,API,Alta,1,2,552,3,0,1,1,15,Bug
T-01501,form,Business,Frontend,Alta,0,1,375,0,0,1,1,13,Richiesta
T-01502,chat,Business,Mobile,Media,0,2,629,0,0,0,1,8,Bug
T-01503,email,Business,Fatturazione,Media,0,0,375,3,0,0,1,11,Bug
T-01504,telefono,Business,Mobile,Urgente,0,0,534,5,0,1,6,9,Incidente
T-01505,email,Free,Backend,Bassa,1,1,434,3,0,2,2,13,Bug
T-01506,email,Business,Frontend,Alta,0,1,365,0,5,1,1,13,Richiesta
T-01507,form,Free,Mobile,Media,0,1,394,5,0,1,1,16,Bug
T-01508,form,Enterprise,Frontend,Bassa,0,1,440,0,0,0,1,17,Richiesta
T-01509,email,Enterprise,Nessuno,Urgente,0,0,194,0,1,2,1,15,Domanda
T-01510,form,Free,Frontend,Bassa,1,3,598,3,0,2,2,14,Bug
T-01511,form,Enterprise,Frontend,Bassa,1,0,1101,0,1,5,1,10,Domanda
T-01512,email,Enterprise,API,Bassa,0,3,506,0,3,2,1,14,Richiesta
T-01513,form,Business,Account,Media,0,0,116,0,3,2,1,15,Domanda
T-01514,form,Free,Backend,Media,0,0,251,1,0,0,1,15,Bug
T-01515,email,Free,Account,Media,0,1,631,0,1,4,1,11,Richiesta
T-01516,email,Business,Frontend,Alta,0,0,952,0,4,2,1,12,Richiesta
T-01517,email,Enterprise,Account,Media,0,1,750,0,1,0,1,18,Richiesta
T-01518,email,Free,API,Alta,1,2,448,2,0,0,1,13,Bug
T-01519,email,Business,Nessuno,Media,0,1,202,1,0,5,1,11,Domanda
T-01520,email,Business,Frontend,Bassa,0,0,769,1,2,1,1,15,Richiesta
T-01521,form,Free,Mobile,Urgente,1,3,648,4,1,2,1,12,Bug
T-01522,email,Enterprise,Mobile,Media,0,2,1571,5,0,0,1,10,Bug
T-01523,chat,Enterprise,Account,Alta,1,0,414,3,0,1,8,7,Incidente
T-01524,chat,Enterprise,Backend,Bassa,0,3,787,4,1,1,1,14,Bug
T-01525,chat,Business,Mobile,Media,1,0,280,0,0,2,1,17,Domanda
T-01526,form,Free,Backend,Alta,0,1,381,2,0,1,1,16,Bug
T-01527,chat,Free,Fatturazione,Bassa,0,0,574,0,2,2,1,7,Richiesta
T-01528,email,Business,Account,Alta,0,0,467,1,2,1,1,14,Richiesta
T-01529,form,Enterprise,API,Alta,1,1,926,4,0,0,2,15,Bug
T-01530,email,Free,API,Media,0,1,1782,7,1,0,1,11,Bug
T-01531,chat,Business,Account,Media,0,0,353,1,1,2,1,13,Domanda
T-01532,chat,Business,Frontend,Media,0,0,519,1,2,1,1,14,Richiesta
T-01533,email,Business,Backend,Media,0,0,400,5,1,0,1,16,Bug
T-01534,chat,Free,Nessuno,Media,0,0,298,0,0,3,1,13,Domanda
T-01535,chat,Free,Frontend,Media,0,1,310,0,2,4,1,19,Domanda
T-01536,chat,Business,Nessuno,Bassa,0,0,413,1,4,3,1,14,Domanda
T-01537,email,Enterprise,Fatturazione,Alta,0,0,779,1,5,0,1,14,Richiesta
T-01538,email,Free,Account,Bassa,0,0,594,0,3,0,1,7,Richiesta
T-01539,chat,Business,API,Bassa,0,1,154,0,0,3,1,18,Domanda
T-01540,chat,Enterprise,Frontend,Alta,0,0,424,1,0,0,6,13,Incidente
T-01541,email,Free,Backend,Media,0,1,390,0,1,1,1,8,Richiesta
T-01542,chat,Free,Backend,Alta,1,1,111,3,0,2,5,19,Incidente
T-01543,telefono,Enterprise,Frontend,Media,0,1,1455,6,2,0,1,18,Bug
T-01544,email,Business,Nessuno,Bassa,0,0,420,1,2,0,2,10,Richiesta
T-01545,chat,Free,Mobile,Bassa,0,3,820,4,0,1,1,9,Bug
T-01546,chat,Business,Frontend,Bassa,0,0,442,0,1,2,1,13,Richiesta
T-01547,form,Free,Frontend,Media,1,2,1946,2,0,0,1,13,Bug
T-01548,email,Business,API,Media,1,1,1881,2,0,1,1,11,Bug
T-01549,chat,Enterprise,Backend,Bassa,0,0,132,1,1,1,1,11,Domanda
T-01550,email,Business,Fatturazione,Media,0,0,192,0,0,1,1,18,Domanda
T-01551,form,Business,API,Alta,0,1,1128,0,0,0,1,13,Bug
T-01552,form,Enterprise,Account,Media,1,1,486,1,1,0,1,17,Bug
T-01553,telefono,Business,Frontend,Alta,0,0,337,1,0,1,6,7,Incidente
T-01554,chat,Business,API,Urgente,0,1,246,2,0,1,6,10,Incidente
T-01555,telefono,Business,API,Urgente,1,2,225,1,0,1,9,13,Incidente
T-01556,chat,Business,Mobile,Media,0,0,1338,0,3,0,1,17,Richiesta
T-01557,email,Enterprise,Account,Bassa,0,1,798,0,2,1,1,17,Richiesta
T-01558,chat,Free,Account,Bassa,0,1,433,0,2,3,1,9,Domanda
T-01559,email,Free,Account,Bassa,1,0,164,1,0,0,1,12,Domanda
T-01560,form,Business,Mobile,Media,0,0,486,0,0,1,1,13,Richiesta
T-01561,form,Business,Mobile,Media,0,2,674,3,0,0,1,15,Bug
T-01562,chat,Free,Frontend,Bassa,0,0,114,1,1,2,1,11,Domanda
T-01563,form,Enterprise,Mobile,Media,0,2,677,3,0,0,1,11,Bug
T-01564,chat,Free,Fatturazione,Bassa,0,0,376,1,0,3,1,8,Domanda
T-01565,email,Business,Fatturazione,Urgente,1,1,538,3,0,0,8,5,Incidente
T-01566,chat,Free,Backend,Bassa,1,1,400,3,0,1,1,11,Bug
T-01567,chat,Business,Mobile,Alta,0,1,926,4,1,1,1,13,Bug
T-01568,chat,Enterprise,Nessuno,Urgente,1,0,151,2,0,2,6,7,Incidente
T-01569,email,Business,Fatturazione,Bassa,0,0,772,0,1,1,1,9,Domanda
T-01570,form,Enterprise,Backend,Urgente,1,2,656,3,0,0,13,4,Incidente
T-01571,email,Business,Fatturazione,Bassa,0,0,171,0,0,2,1,6,Domanda
T-01572,form,Enterprise,Backend,Bassa,1,1,532,3,1,0,1,13,Bug
T-01573,form,Business,Frontend,Media,0,1,531,0,0,1,1,16,Bug
T-01574,chat,Business,Frontend,Bassa,0,0,303,0,1,3,1,15,Domanda
T-01575,email,Business,API,Urgente,1,0,899,1,0,0,3,16,Incidente
T-01576,form,Free,Mobile,Alta,0,4,509,2,0,0,1,11,Bug
T-01577,form,Enterprise,Frontend,Media,1,2,1076,0,0,0,1,12,Bug
T-01578,chat,Business,API,Bassa,0,1,1965,1,0,1,1,18,Bug
T-01579,email,Free,Frontend,Bassa,0,0,816,2,0,1,1,9,Bug
T-01580,email,Business,API,Alta,1,0,949,4,0,0,5,15,Incidente
T-01581,email,Enterprise,Backend,Alta,1,3,496,3,0,0,1,11,Bug
T-01582,form,Free,API,Media,0,0,1446,1,1,0,1,11,Bug
T-01583,form,Business,Mobile,Media,1,2,778,4,1,0,1,8,Bug
T-01584,form,Free,Mobile,Alta,1,0,923,2,0,0,1,17,Bug
T-01585,chat,Free,Nessuno,Media,0,0,239,1,1,3,1,15,Domanda
T-01586,chat,Business,API,Bassa,1,0,885,2,0,1,1,8,Bug
T-01587,email,Free,Backend,Media,0,1,905,5,1,1,2,11,Bug
T-01588,form,Free,Mobile,Alta,1,0,510,0,0,1,1,16,Bug
T-01589,email,Business,Fatturazione,Bassa,0,1,133,0,0,4,1,13,Domanda
T-01590,form,Enterprise,Mobile,Urgente,1,0,307,5,0,1,1,11,Bug
T-01591,email,Enterprise,Frontend,Bassa,0,0,235,0,3,1,1,15,Richiesta
T-01592,chat,Free,Account,Bassa,0,0,381,0,0,3,1,9,Domanda
T-01593,chat,Enterprise,Backend,Media,1,3,1260,2,1,0,1,13,Bug
T-01594,email,Business,Frontend,Bassa,0,0,300,0,1,1,1,15,Richiesta
T-01595,email,Enterprise,Frontend,Bassa,0,1,394,2,1,3,1,12,Richiesta
T-01596,telefono,Business,Backend,Alta,0,0,279,3,1,0,4,11,Incidente
T-01597,form,Free,Fatturazione,Bassa,0,0,120,1,0,1,1,17,Domanda
T-01598,email,Business,Frontend,Bassa,0,0,376,0,2,2,1,17,Richiesta
T-01599,chat,Free,Nessuno,Bassa,0,0,560,0,1,5,1,14,Domanda
T-01600,email,Business,Frontend,Media,0,0,494,2,1,1,1,14,Richiesta
T-01601,email,Business,API,Alta,1,2,785,1,0,0,3,6,Bug
T-01602,chat,Free,Frontend,Bassa,0,1,244,1,0,4,1,17,Domanda
T-01603,form,Free,Frontend,Bassa,1,2,901,5,0,1,1,15,Bug
T-01604,chat,Enterprise,Backend,Media,0,0,281,3,0,0,1,19,Bug
T-01605,email,Enterprise,Frontend,Bassa,0,1,830,0,2,2,1,16,Richiesta
T-01606,email,Enterprise,Backend,Alta,0,1,429,6,0,1,5,8,Incidente
T-01607,telefono,Business,API,Urgente,1,3,499,5,0,1,6,2,Incidente
T-01608,email,Free,Fatturazione,Bassa,0,1,267,1,0,1,1,14,Domanda
T-01609,email,Free,Backend,Bassa,1,1,993,4,0,0,1,12,Bug
T-01610,email,Enterprise,Backend,Media,0,0,585,4,1,1,8,8,Incidente
T-01611,chat,Business,Account,Bassa,0,2,211,0,0,1,1,13,Domanda
T-01612,email,Free,Nessuno,Bassa,0,1,429,0,2,4,1,12,Domanda
T-01613,chat,Free,Fatturazione,Media,1,0,591,0,0,3,1,16,Domanda
T-01614,email,Free,Nessuno,Bassa,0,0,240,0,4,1,1,16,Richiesta
T-01615,email,Free,Frontend,Alta,0,2,272,1,1,2,1,17,Domanda
T-01616,email,Business,Nessuno,Bassa,0,0,682,0,2,0,1,14,Richiesta
T-01617,form,Free,Backend,Media,0,1,788,2,0,2,1,17,Bug
T-01618,email,Business,Frontend,Media,0,2,1932,2,0,1,1,11,Bug
T-01619,form,Business,Backend,Bassa,0,1,874,0,1,0,1,15,Richiesta
T-01620,email,Enterprise,Mobile,Bassa,0,0,367,0,4,2,1,8,Richiesta
T-01621,email,Business,API,Bassa,1,1,925,2,0,2,1,15,Bug
T-01622,form,Enterprise,Backend,Media,0,1,868,4,1,1,1,17,Bug
T-01623,email,Business,Account,Media,0,0,125,1,2,6,1,13,Domanda
T-01624,form,Enterprise,Nessuno,Alta,0,1,302,0,0,1,1,9,Domanda
T-01625,email,Business,Nessuno,Media,0,2,325,4,2,1,1,13,Richiesta
T-01626,email,Business,Frontend,Alta,1,1,1005,4,1,1,1,10,Bug
T-01627,email,Free,Mobile,Bassa,0,0,166,1,2,0,1,17,Richiesta
T-01628,form,Business,Fatturazione,Bassa,0,0,244,0,2,1,1,18,Domanda
T-01629,form,Free,API,Bassa,0,0,252,0,0,4,1,14,Domanda
T-01630,email,Business,Frontend,Bassa,0,0,998,0,1,0,1,16,Richiesta
T-01631,chat,Free,Fatturazione,Media,0,1,237,0,2,1,1,13,Domanda
T-01632,form,Business,Backend,Media,1,6,489,1,1,1,2,12,Bug
T-01633,telefono,Free,Fatturazione,Alta,0,1,182,0,0,4,1,12,Domanda
T-01634,form,Business,Backend,Media,0,1,405,4,0,0,1,10,Bug
T-01635,email,Free,Frontend,Bassa,0,1,474,1,3,2,1,14,Domanda
T-01636,form,Business,API,Media,1,1,642,3,1,2,1,14,Bug
T-01637,chat,Enterprise,Mobile,Media,1,0,571,3,0,0,1,18,Bug
T-01638,chat,Free,Account,Bassa,0,0,154,1,1,2,1,13,Domanda
T-01639,chat,Free,API,Alta,0,1,625,0,0,0,1,16,Richiesta
T-01640,email,Business,Frontend,Bassa,1,4,289,3,0,1,1,13,Bug
T-01641,email,Enterprise,Backend,Alta,0,1,523,2,0,0,6,20,Incidente
T-01642,chat,Free,Fatturazione,Media,0,1,190,0,0,2,1,15,Domanda
T-01643,email,Business,Nessuno,Media,0,0,267,0,2,0,1,15,Richiesta
T-01644,chat,Enterprise,Frontend,Media,0,0,450,1,2,1,1,10,Richiesta
T-01645,email,Business,Frontend,Alta,0,0,991,2,0,0,2,11,Bug
T-01646,chat,Business,API,Media,0,3,595,4,0,0,1,12,Bug
T-01647,email,Business,Mobile,Bassa,0,1,318,1,1,2,1,14,Richiesta
T-01648,telefono,Business,API,Alta,1,0,472,2,0,2,1,13,Bug
T-01649,chat,Business,Backend,Media,0,1,1592,3,0,0,1,15,Bug
T-01650,email,Enterprise,Fatturazione,Bassa,0,0,140,0,3,3,1,15,Domanda
T-01651,form,Enterprise,Backend,Bassa,1,1,289,3,1,0,1,14,Bug
T-01652,form,Enterprise,Frontend,Bassa,1,0,1572,7,0,0,2,15,Bug
T-01653,form,Free,Backend,Media,0,3,559,4,0,0,1,11,Bug
T-01654,form,Business,API,Media,0,2,633,2,2,0,1,17,Bug
T-01655,email,Free,Fatturazione,Bassa,0,0,195,1,1,4,1,15,Domanda
T-01656,email,Business,Frontend,Bassa,0,0,971,2,2,1,1,11,Richiesta
T-01657,chat,Free,Account,Bassa,0,0,124,0,1,3,1,11,Domanda
T-01658,email,Enterprise,Account,Bassa,0,1,971,1,4,0,1,13,Richiesta
T-01659,email,Enterprise,API,Media,0,0,522,0,2,4,1,17,Domanda
T-01660,email,Free,Mobile,Bassa,0,0,255,0,2,0,1,8,Richiesta
T-01661,chat,Free,Account,Media,0,0,297,2,0,1,1,12,Domanda
T-01662,email,Business,Backend,Media,1,1,740,1,1,0,1,15,Bug
T-01663,form,Free,Backend,Alta,0,4,408,1,0,0,2,17,Bug
T-01664,form,Business,Account,Media,1,1,845,2,0,0,1,11,Bug
T-01665,chat,Free,Mobile,Bassa,0,1,667,0,0,5,1,12,Domanda
T-01666,email,Business,Backend,Bassa,1,1,1312,3,0,0,1,15,Bug
T-01667,chat,Enterprise,Mobile,Bassa,0,1,629,0,4,3,1,13,Richiesta
T-01668,form,Free,Backend,Bassa,1,1,490,9,3,2,1,18,Bug
T-01669,email,Enterprise,Nessuno,Bassa,0,0,207,0,1,0,1,15,Richiesta
T-01670,chat,Business,Account,Bassa,0,0,400,2,0,2,1,14,Domanda
T-01671,email,Business,Backend,Urgente,0,2,631,3,0,0,5,2,Incidente
T-01672,form,Enterprise,Frontend,Alta,0,1,1159,3,0,0,2,16,Bug
T-01673,telefono,Business,API,Alta,0,1,833,2,0,0,5,9,Incidente
T-01674,form,Business,Account,Bassa,0,0,351,0,2,1,1,13,Richiesta
T-01675,email,Enterprise,Nessuno,Bassa,0,0,440,0,3,1,1,10,Richiesta
T-01676,chat,Free,Fatturazione,Bassa,0,0,376,1,2,3,1,15,Domanda
T-01677,chat,Free,API,Bassa,0,1,182,0,0,1,1,10,Domanda
T-01678,chat,Business,Fatturazione,Bassa,0,0,2072,0,2,1,1,11,Richiesta
T-01679,email,Business,Nessuno,Media,0,0,1339,0,4,0,1,12,Richiesta
T-01680,email,Business,Nessuno,Media,0,0,1079,1,2,1,1,14,Richiesta
T-01681,chat,Enterprise,Nessuno,Media,0,1,600,1,0,3,1,14,Domanda
T-01682,email,Enterprise,Backend,Alta,0,1,687,5,0,0,8,6,Incidente
T-01683,telefono,Free,API,Media,0,0,294,0,2,1,2,8,Domanda
T-01684,email,Free,API,Media,1,0,750,3,0,0,1,19,Bug
T-01685,form,Enterprise,Backend,Bassa,1,0,639,6,1,0,3,12,Bug
T-01686,chat,Free,Account,Bassa,0,1,222,1,0,6,1,15,Domanda
T-01687,email,Free,Nessuno,Media,0,1,161,0,4,2,1,14,Richiesta
T-01688,form,Enterprise,Account,Media,0,2,789,0,1,1,1,10,Richiesta
T-01689,chat,Free,Frontend,Bassa,0,1,308,1,2,2,1,14,Domanda
T-01690,email,Enterprise,Frontend,Urgente,0,2,193,4,0,1,4,16,Incidente
T-01691,email,Business,Mobile,Media,1,0,962,0,0,0,1,9,Bug
T-01692,chat,Business,API,Alta,0,1,146,2,0,2,1,11,Domanda
T-01693,email,Enterprise,Nessuno,Bassa,0,0,236,0,4,1,1,13,Richiesta
T-01694,email,Enterprise,API,Media,1,2,732,5,0,1,4,0,Incidente
T-01695,email,Business,Account,Bassa,0,0,446,0,1,1,1,16,Richiesta
T-01696,telefono,Enterprise,API,Urgente,0,0,252,1,0,0,6,21,Incidente
T-01697,email,Business,Frontend,Bassa,0,1,132,0,3,0,1,15,Richiesta
T-01698,form,Business,Frontend,Bassa,0,0,916,1,3,0,2,15,Richiesta
T-01699,chat,Business,Account,Media,0,1,141,0,0,2,1,16,Domanda
T-01700,chat,Free,Nessuno,Bassa,0,0,274,0,0,3,2,12,Domanda
T-01701,chat,Free,API,Bassa,1,0,536,1,0,3,1,11,Domanda
T-01702,chat,Enterprise,API,Media,0,0,176,2,0,5,1,8,Domanda
T-01703,email,Free,Nessuno,Bassa,0,0,801,0,4,1,1,14,Richiesta
T-01704,chat,Business,Mobile,Alta,1,1,1469,0,1,0,1,15,Bug
T-01705,email,Free,Frontend,Media,1,1,737,3,1,1,1,16,Bug
T-01706,chat,Free,Nessuno,Bassa,0,0,143,0,1,5,1,17,Domanda
T-01707,email,Business,Fatturazione,Bassa,0,0,326,0,0,2,1,11,Domanda
