id_cliente,piano,fatturazione,mesi_anzianita,licenze,utenti_attivi_30gg,login_medi_settimana,feature_usate,integrazioni_attive,ticket_90gg,tempo_risposta_medio_ore,ritardi_pagamento_12m,churn
C-01487,Enterprise,annuale,34,256,73,2.7,3,1,1,8.6,0,0
C-01488,Pro,annuale,13,7,3,1.4,5,1,0,12.0,1,0
C-01489,Enterprise,mensile,22,119,43,2.2,2,0,0,9.3,0,0
C-01490,Pro,mensile,17,47,29,4.6,7,1,2,10.0,2,0
C-01491,Basic,annuale,15,1,1,3.2,6,1,0,5.7,0,0
C-01492,Pro,mensile,23,7,2,3.4,3,3,1,13.6,0,0
C-01493,Pro,annuale,8,48,31,0.1,5,1,1,13.0,0,0
C-01494,Pro,annuale,40,24,13,4.5,8,1,2,6.3,2,0
C-01495,Basic,mensile,15,4,3,2.2,4,2,2,4.6,1,0
C-01496,Pro,annuale,38,5,3,4.8,8,2,3,20.9,0,0
C-01497,Enterprise,annuale,10,55,36,3.4,4,3,3,28.5,1,0
C-01498,Pro,annuale,15,41,10,2.4,1,1,2,11.5,0,0
C-01499,Basic,mensile,8,5,4,0.9,6,0,3,8.0,0,0
C-01500,Pro,annuale,8,12,11,6.2,4,4,4,18.7,0,0
C-01501,Pro,mensile,11,9,3,4.3,7,1,1,13.3,0,0
C-01502,Enterprise,annuale,10,293,274,4.4,6,1,4,8.8,0,0
C-01503,Basic,mensile,8,8,3,5.7,6,0,4,17.9,0,0
C-01504,Basic,annuale,21,6,4,3.5,6,2,2,6.2,0,0
C-01505,Pro,annuale,31,47,40,5.1,6,2,1,6.6,0,0
C-01506,Pro,annuale,33,42,10,2.5,7,2,1,12.4,0,0
C-01507,Pro,mensile,4,21,17,4.2,6,3,2,10.7,0,0
C-01508,Pro,annuale,17,35,31,2.3,7,0,4,14.7,0,0
C-01509,Basic,annuale,15,1,1,2.5,6,1,1,20.5,0,0
C-01510,Pro,mensile,51,16,11,3.3,5,3,3,3.9,0,0
C-01511,Basic,annuale,17,4,2,1.4,5,1,1,10.2,1,0
C-01512,Basic,annuale,20,1,1,3.7,5,1,0,31.3,1,0
C-01513,Pro,annuale,6,21,19,2.8,5,1,0,7.0,0,0
C-01514,Pro,annuale,10,21,14,0.4,5,1,0,6.5,0,0
C-01515,Enterprise,annuale,5,43,19,2.6,5,2,1,2.6,2,0
C-01516,Basic,annuale,22,9,9,2.7,3,3,2,10.6,1,0
C-01517,Basic,annuale,52,1,1,4.4,7,2,3,14.2,0,0
C-01518,Enterprise,mensile,11,164,125,3.6,7,2,4,14.2,1,0
C-01519,Basic,mensile,17,7,3,5.2,5,2,2,5.4,0,0
C-01520,Basic,annuale,10,2,1,3.9,8,2,2,9.9,0,0
C-01521,Basic,mensile,13,4,2,2.4,8,0,0,11.4,1,0
C-01522,Pro,annuale,22,21,16,3.1,7,3,3,10.3,0,0
C-01523,Enterprise,mensile,68,285,173,2.7,2,0,3,5.2,1,0
C-01524,Pro,mensile,50,15,6,3.9,5,1,1,10.5,0,0
C-01525,Pro,mensile,60,36,25,3.3,5,2,1,6.1,0,0
C-01526,Basic,mensile,39,10,7,2.3,6,4,2,3.3,0,0
C-01527,Basic,mensile,17,9,6,3.2,6,2,4,15.0,1,0
C-01528,Pro,mensile,15,34,19,3.8,6,0,2,10.9,0,0
C-01529,Basic,annuale,11,2,1,1.8,7,2,1,14.3,0,0
C-01530,Basic,mensile,17,1,1,3.6,8,0,3,7.3,1,1
C-01531,Basic,mensile,52,2,2,1.0,6,1,9,14.6,0,0
C-01532,Basic,mensile,52,5,3,4.7,8,0,1,18.5,0,1
C-01533,Pro,mensile,84,32,17,3.9,7,1,4,28.6,0,0
C-01534,Pro,mensile,23,44,26,5.5,5,0,7,16.3,0,0
C-01535,Basic,annuale,7,8,4,1.6,7,0,1,12.6,0,0
C-01536,Pro,annuale,30,39,30,4.8,3,1,1,4.4,0,0
C-01537,Pro,mensile,69,31,25,4.5,4,2,1,9.4,0,0
C-01538,Pro,annuale,57,40,17,2.9,10,1,2,4.3,0,0
C-01539,Pro,mensile,14,40,28,2.7,5,1,1,6.1,1,0
C-01540,Basic,mensile,7,8,4,1.7,5,2,0,32.3,0,0
C-01541,Pro,annuale,7,5,4,1.3,8,1,6,5.4,0,0
C-01542,Basic,mensile,11,1,1,2.1,5,0,2,2.5,0,0
C-01543,Basic,annuale,13,3,2,1.4,4,1,1,16.3,2,0
C-01544,Basic,mensile,16,8,7,5.4,3,0,4,6.7,1,1
C-01545,Pro,mensile,33,39,31,1.1,5,0,1,15.9,0,0
C-01546,Basic,mensile,16,8,6,3.4,4,3,2,5.0,1,0
C-01547,Basic,mensile,21,8,4,3.8,3,1,1,7.7,0,1
C-01548,Pro,annuale,5,5,4,3.7,7,0,1,20.5,0,1
C-01549,Basic,mensile,11,3,2,3.8,5,1,0,4.5,0,0
C-01550,Basic,annuale,10,3,3,4.5,6,1,3,9.0,0,0
C-01551,Basic,annuale,4,2,2,2.6,3,2,2,11.9,0,0
C-01552,Basic,annuale,15,4,1,3.3,5,0,2,6.5,0,0
C-01553,Basic,mensile,5,6,5,2.8,6,1,3,11.6,1,0
C-01554,Basic,mensile,14,2,2,5.0,5,1,1,10.1,1,0
C-01555,Basic,mensile,22,6,0,6.1,5,0,1,13.8,1,0
C-01556,Pro,annuale,53,35,27,1.5,5,1,4,30.2,0,0
C-01557,Enterprise,mensile,10,113,58,0.4,3,1,1,49.8,1,0
C-01558,Pro,annuale,22,41,31,4.0,3,2,1,13.2,0,0
C-01559,Pro,annuale,12,24,10,4.7,5,2,0,9.4,0,0
C-01560,Enterprise,mensile,5,36,14,5.9,4,3,3,13.0,1,0
C-01561,Enterprise,annuale,53,286,254,4.2,4,0,4,8.7,0,0
C-01562,Pro,mensile,23,47,41,5.2,4,1,2,3.9,1,0
C-01563,Enterprise,annuale,29,281,168,5.5,7,2,3,9.7,0,0
C-01564,Enterprise,mensile,59,73,44,5.3,5,1,3,19.1,0,0
C-01565,Pro,annuale,14,20,12,4.4,6,3,2,4.2,0,0
C-01566,Pro,annuale,6,14,10,1.4,6,1,1,5.5,1,0
C-01567,Basic,annuale,10,2,2,3.2,5,2,1,7.1,0,0
C-01568,Basic,mensile,6,8,4,3.6,4,1,3,12.5,1,0
C-01569,Pro,annuale,44,45,38,3.1,5,2,1,41.6,0,0
C-01570,Pro,mensile,70,28,19,3.1,6,0,2,6.2,1,0
C-01571,Basic,annuale,22,4,2,5.4,5,0,6,10.6,0,0
C-01572,Pro,mensile,33,32,25,2.1,4,0,1,10.0,3,0
C-01573,Pro,mensile,40,5,3,4.3,8,5,3,8.3,0,0
C-01574,Pro,mensile,62,37,22,3.6,6,2,1,9.7,0,0
C-01575,Basic,mensile,68,10,8,2.0,3,1,2,7.6,0,0
C-01576,Basic,mensile,3,5,3,1.7,8,1,0,51.9,0,0
C-01577,Pro,annuale,12,50,37,0.8,4,2,1,15.7,1,1
C-01578,Pro,mensile,20,41,29,3.9,3,3,3,7.6,0,0
C-01579,Enterprise,annuale,11,244,196,3.1,4,1,2,20.3,2,0
C-01580,Enterprise,mensile,16,249,151,2.0,8,0,1,11.7,0,0
C-01581,Enterprise,annuale,28,286,281,0.6,4,0,4,10.4,1,0
C-01582,Basic,annuale,27,3,2,3.8,7,2,2,9.0,1,0
C-01583,Basic,mensile,39,9,6,3.0,6,2,4,8.6,1,0
C-01584,Basic,annuale,21,4,3,2.2,5,2,2,4.8,0,0
C-01585,Pro,annuale,1,31,25,1.9,5,0,0,3.7,1,0
C-01586,Enterprise,annuale,15,191,121,2.9,3,0,1,12.5,0,0
C-01587,Basic,mensile,26,3,2,3.9,6,4,2,8.9,0,0
C-01588,Pro,mensile,41,45,43,2.7,5,2,0,16.9,1,0
C-01589,Basic,annuale,37,8,4,1.5,6,1,1,5.9,0,0
C-01590,Basic,mensile,19,5,4,3.1,3,0,3,5.2,1,0
C-01591,Basic,annuale,12,8,6,4.7,7,0,1,15.9,0,0
C-01592,Basic,mensile,19,5,4,3.3,6,2,3,8.4,0,0
C-01593,Enterprise,annuale,4,62,44,3.3,6,5,1,16.7,1,0
C-01594,Basic,mensile,13,3,2,2.7,5,2,5,10.2,0,0
C-01595,Pro,mensile,46,23,17,2.0,5,0,1,30.8,1,0
C-01596,Pro,annuale,19,30,29,1.9,5,3,3,15.7,1,0
C-01597,Basic,annuale,26,10,5,0.9,3,1,1,12.8,0,0
C-01598,Basic,annuale,6,3,3,4.9,6,0,2,16.2,0,0
C-01599,Pro,annuale,41,21,18,3.8,3,2,1,8.5,0,0
C-01600,Basic,mensile,18,9,4,3.3,1,4,1,3.7,0,1
C-01601,Enterprise,mensile,26,57,49,3.6,2,0,5,12.4,1,0
C-01602,Basic,mensile,30,8,4,3.7,4,0,1,32.1,1,0
C-01603,Pro,mensile,40,27,18,2.2,6,2,2,2.5,0,0
C-01604,Pro,mensile,23,14,9,2.7,6,2,1,13.3,0,0
C-01605,Basic,annuale,18,7,3,2.5,5,0,1,4.0,0,0
C-01606,Basic,mensile,7,8,5,6.7,5,0,4,9.9,0,0
C-01607,Enterprise,mensile,5,66,28,4.6,6,2,3,10.5,0,0
C-01608,Basic,mensile,23,1,1,3.4,6,1,2,15.7,1,0
C-01609,Basic,mensile,26,1,1,5.1,7,1,3,11.3,0,0
C-01610,Basic,mensile,29,4,2,4.9,7,1,2,22.8,1,1
C-01611,Basic,annuale,10,7,5,1.3,7,1,4,20.1,0,0
C-01612,Pro,mensile,13,9,7,2.9,7,1,1,8.9,1,0
C-01613,Pro,annuale,22,12,11,3.2,7,4,4,19.3,1,0
C-01614,Basic,annuale,14,5,1,4.1,6,1,1,8.3,1,0
C-01615,Pro,annuale,84,38,17,2.9,6,2,1,7.5,0,0
C-01616,Basic,annuale,13,8,4,3.1,6,1,2,4.9,0,0
C-01617,Basic,mensile,27,8,4,2.6,4,0,3,22.0,0,1
C-01618,Pro,mensile,36,6,4,4.7,5,4,0,8.4,0,0
C-01619,Enterprise,mensile,38,108,75,1.2,8,0,4,2.3,1,0
C-01620,Basic,annuale,14,4,2,2.6,5,3,4,13.8,2,0
C-01621,Basic,annuale,30,8,5,0.6,3,1,4,7.7,1,0
C-01622,Pro,mensile,28,28,17,1.8,5,0,3,8.4,0,0
C-01623,Pro,mensile,31,39,34,3.6,4,0,0,8.7,0,0
C-01624,Basic,annuale,22,7,3,3.7,5,2,2,8.2,1,0
C-01625,Basic,annuale,36,9,5,2.8,6,0,0,51.4,0,0
C-01626,Pro,annuale,24,36,28,4.8,5,3,4,27.1,0,0
C-01627,Basic,annuale,6,1,1,5.1,5,2,2,15.2,0,0
C-01628,Basic,annuale,24,2,1,3.1,2,0,1,11.6,1,0
C-01629,Basic,annuale,26,6,2,3.6,5,3,2,19.7,0,0
C-01630,Basic,mensile,35,10,6,2.6,2,2,2,11.6,2,0
C-01631,Pro,mensile,23,16,13,4.1,5,1,1,16.3,0,0
C-01632,Enterprise,annuale,63,135,79,1.5,6,0,2,14.0,1,0
C-01633,Pro,annuale,19,10,3,5.7,3,0,0,10.8,1,0
C-01634,Pro,mensile,13,18,13,4.8,8,0,1,17.6,1,0
C-01635,Enterprise,annuale,50,295,183,1.5,6,2,2,7.8,0,0
C-01636,Basic,mensile,18,3,3,2.1,4,1,1,10.4,0,0
C-01637,Basic,annuale,21,9,6,3.8,5,2,4,5.6,0,0
C-01638,Enterprise,mensile,26,197,165,2.7,3,2,4,6.0,0,0
C-01639,Basic,annuale,24,6,4,4.0,2,2,2,2.2,0,0
C-01640,Pro,mensile,31,40,21,2.7,8,5,5,13.2,1,0
C-01641,Pro,mensile,33,22,12,5.3,6,2,2,15.5,0,0
C-01642,Basic,mensile,12,10,6,3.2,7,1,0,19.2,2,0
C-01643,Pro,annuale,8,33,13,6.6,6,2,0,5.2,1,0
C-01644,Basic,mensile,8,2,1,4.0,8,1,3,13.0,1,0
C-01645,Basic,mensile,46,2,1,1.3,8,0,0,10.0,1,0
C-01646,Pro,annuale,17,15,14,6.1,3,2,4,15.6,0,0
C-01647,Basic,mensile,36,4,2,4.7,4,1,4,6.8,0,0
C-01648,Pro,mensile,34,41,28,3.7,5,1,3,8.2,0,1
C-01649,Enterprise,mensile,21,174,121,4.1,5,3,3,3.9,1,0
C-01650,Pro,annuale,10,31,22,1.5,5,2,1,6.5,0,0
C-01651,Basic,mensile,34,9,3,0.7,4,2,1,10.0,0,0
C-01652,Basic,mensile,21,8,5,3.1,7,0,5,11.1,1,1
C-01653,Basic,mensile,7,5,2,5.1,1,0,2,3.6,0,1
C-01654,Basic,mensile,14,7,5,3.8,7,4,1,7.4,2,0
C-01655,Enterprise,mensile,5,206,138,5.6,5,3,1,11.0,2,0
C-01656,Basic,mensile,15,1,1,5.0,1,2,1,23.3,0,0
C-01657,Basic,mensile,22,10,5,3.2,7,2,1,6.0,1,0
C-01658,Pro,mensile,19,16,9,4.9,5,2,2,13.4,0,0
C-01659,Basic,annuale,17,4,4,5.3,6,3,1,7.1,0,0
C-01660,Basic,mensile,22,5,4,3.1,7,1,1,7.7,1,0
C-01661,Basic,mensile,30,5,2,2.9,2,1,2,5.9,0,0
C-01662,Pro,annuale,38,30,10,3.4,4,1,1,5.3,2,0
C-01663,Pro,annuale,41,49,34,0.0,3,1,1,7.5,3,1
C-01664,Basic,annuale,11,3,1,3.6,3,0,3,18.8,1,1
C-01665,Enterprise,mensile,44,297,174,4.2,8,2,6,6.4,0,0
C-01666,Enterprise,mensile,21,284,184,3.4,7,1,5,5.8,0,0
C-01667,Pro,mensile,16,20,13,3.7,5,2,3,11.3,0,0
C-01668,Basic,mensile,9,4,3,3.1,6,2,1,10.0,0,0
C-01669,Basic,mensile,28,2,1,0.4,8,0,4,9.6,0,1
C-01670,Enterprise,annuale,27,235,210,5.5,4,0,2,11.6,0,0
C-01671,Basic,mensile,13,7,5,2.7,2,2,4,5.5,1,0
C-01672,Pro,annuale,14,36,22,2.3,7,1,2,5.8,0,0
C-01673,Pro,mensile,18,33,21,5.1,6,0,4,18.1,0,0
C-01674,Basic,mensile,16,4,2,4.6,4,3,4,9.2,1,1
C-01675,Pro,annuale,11,13,7,3.6,5,1,2,14.3,0,0
C-01676,Enterprise,annuale,8,286,260,4.3,4,1,2,20.8,0,0
C-01677,Pro,mensile,44,14,11,1.6,6,0,2,16.6,0,0
C-01678,Basic,annuale,14,7,3,3.1,6,3,0,4.4,0,0
C-01679,Enterprise,mensile,27,78,54,5.0,4,2,2,9.3,0,0
C-01680,Pro,mensile,31,25,13,2.3,7,0,3,18.7,0,0
C-01681,Pro,annuale,28,10,9,1.8,5,2,1,13.7,0,0
C-01682,Pro,mensile,32,20,16,3.3,6,1,2,11.2,0,0
C-01683,Pro,mensile,28,16,8,3.3,6,1,0,3.7,0,0
C-01684,Basic,mensile,12,3,3,4.1,5,3,0,6.9,1,0
C-01685,Basic,mensile,16,10,8,1.3,4,0,0,10.4,1,0
C-01686,Basic,mensile,44,4,4,0.0,4,0,1,4.3,0,0
C-01687,Pro,mensile,14,30,17,4.5,7,0,1,16.1,2,0
C-01688,Pro,annuale,21,11,7,1.7,6,2,4,9.3,1,1
C-01689,Pro,annuale,30,10,8,2.3,4,3,0,3.0,1,0
C-01690,Basic,mensile,55,6,4,0.1,9,4,2,7.1,0,0
C-01691,Pro,mensile,41,33,25,4.6,7,2,2,8.4,0,0
C-01692,Enterprise,annuale,10,175,95,3.7,3,3,0,9.3,0,0
C-01693,Basic,mensile,27,2,2,3.6,4,2,0,23.4,0,0
C-01694,Pro,mensile,24,5,4,3.6,6,0,1,14.1,2,0
C-01695,Pro,annuale,16,8,5,0.3,3,0,2,4.4,2,0
C-01696,Pro,mensile,21,22,17,1.8,8,1,1,4.1,0,0
C-01697,Basic,mensile,12,5,2,2.6,6,0,1,8.5,2,1
C-01698,Pro,mensile,18,33,20,2.2,3,2,1,10.8,1,0
C-01699,Enterprise,mensile,14,253,175,2.8,5,2,2,18.1,1,0
C-01700,Pro,mensile,22,13,12,3.5,4,1,1,28.2,1,0
C-01701,Enterprise,annuale,16,139,113,4.6,5,0,5,29.2,0,0
C-01702,Enterprise,mensile,57,139,81,1.1,4,1,0,7.7,0,0
C-01703,Basic,annuale,23,5,2,3.2,7,0,3,17.5,1,0
C-01704,Pro,annuale,20,38,24,4.2,6,2,4,12.9,0,0
C-01705,Pro,mensile,17,35,21,1.9,8,3,3,5.2,1,0
C-01706,Enterprise,mensile,16,270,162,2.9,4,3,2,3.2,1,0
C-01707,Basic,mensile,7,10,5,3.9,5,1,2,10.9,1,1
C-01708,Basic,annuale,36,9,8,3.2,7,2,1,4.1,0,0
C-01709,Enterprise,mensile,50,299,259,4.1,5,0,1,6.0,1,0
C-01710,Basic,annuale,14,1,1,3.3,5,2,1,6.6,0,0
C-01711,Pro,annuale,44,35,5,2.8,9,1,3,11.4,1,0
C-01712,Basic,annuale,84,3,2,1.6,7,2,2,21.6,0,0
C-01713,Enterprise,annuale,69,146,105,3.5,7,2,1,10.1,1,0
C-01714,Enterprise,annuale,49,105,74,3.3,5,0,2,7.2,1,0
C-01715,Basic,annuale,8,1,1,1.8,6,2,1,2.9,0,0
C-01716,Pro,annuale,8,37,12,4.0,5,0,3,13.2,0,1
C-01717,Basic,annuale,32,2,2,5.0,5,1,0,10.2,0,0
C-01718,Pro,annuale,21,43,21,2.3,3,2,1,7.2,1,0
C-01719,Pro,annuale,3,7,6,2.2,7,3,1,20.1,1,0
C-01720,Pro,mensile,15,9,6,2.1,5,0,0,4.9,1,0
C-01721,Basic,annuale,31,3,2,0.8,6,2,1,6.6,0,0
C-01722,Basic,mensile,18,7,6,6.0,7,1,6,8.6,0,0
C-01723,Pro,annuale,21,24,14,2.6,7,0,1,7.1,0,0
C-01724,Pro,mensile,8,17,11,2.0,4,0,2,13.9,0,0
C-01725,Pro,annuale,15,36,21,1.6,6,0,1,13.2,1,0
C-01726,Basic,annuale,32,6,4,2.7,5,0,4,18.8,0,0
C-01727,Basic,annuale,14,4,2,2.2,4,0,2,13.5,0,1
C-01728,Enterprise,mensile,46,70,30,5.2,2,0,1,9.3,1,0
C-01729,Basic,annuale,21,10,7,1.5,6,2,2,8.2,0,0
C-01730,Basic,annuale,28,9,7,1.0,7,2,2,13.1,1,0
C-01731,Enterprise,annuale,32,129,84,4.0,8,1,1,8.9,0,0
C-01732,Basic,annuale,31,6,2,3.0,5,1,1,10.3,0,0
C-01733,Pro,annuale,9,39,28,2.9,5,1,2,13.6,0,0
C-01734,Basic,annuale,11,8,3,4.0,4,1,4,10.9,0,0
C-01735,Enterprise,mensile,3,120,106,3.4,9,0,1,12.0,1,0
C-01736,Pro,annuale,16,43,26,3.1,7,1,1,6.2,1,0
C-01737,Enterprise,mensile,10,148,72,1.2,8,3,2,22.5,0,0
C-01738,Basic,annuale,14,10,2,0.9,5,1,1,5.1,0,0
C-01739,Pro,annuale,18,34,12,2.2,4,2,3,13.0,0,0
C-01740,Pro,mensile,23,20,16,1.7,6,3,0,7.5,1,0
C-01741,Basic,mensile,19,2,1,3.6,5,1,3,19.1,0,1
C-01742,Basic,mensile,18,4,2,0.7,5,1,2,17.0,1,0
C-01743,Basic,annuale,27,2,2,2.6,3,0,2,10.0,1,0
C-01744,Enterprise,mensile,20,195,134,3.0,3,0,3,25.4,1,1
C-01745,Pro,mensile,38,27,20,3.1,5,1,3,8.9,0,0
C-01746,Pro,annuale,20,20,7,3.8,8,1,1,17.0,0,0
C-01747,Pro,mensile,55,33,22,2.7,6,1,1,6.5,0,0
C-01748,Pro,annuale,9,21,11,2.3,7,1,2,12.8,1,0
C-01749,Pro,mensile,16,27,11,4.9,4,0,0,5.7,1,0
C-01750,Basic,mensile,12,4,3,2.8,6,0,1,10.1,0,0
C-01751,Pro,mensile,24,22,9,5.2,5,1,1,9.7,0,1
C-01752,Basic,mensile,9,5,2,2.7,3,0,0,16.9,0,0
C-01753,Enterprise,mensile,6,40,9,3.2,5,2,2,6.7,0,0
C-01754,Pro,annuale,10,25,19,3.0,3,0,1,63.2,1,0
C-01755,Basic,mensile,6,2,2,3.5,7,1,1,4.4,0,0
C-01756,Pro,mensile,18,19,14,2.6,7,2,4,11.5,1,0
C-01757,Basic,mensile,23,3,3,3.3,4,1,2,11.9,0,0
C-01758,Enterprise,mensile,5,237,211,5.3,6,0,3,13.8,1,0
C-01759,Enterprise,annuale,15,30,26,4.7,5,1,1,7.3,0,0
C-01760,Enterprise,mensile,41,177,135,4.7,4,2,1,11.6,1,0
C-01761,Basic,annuale,49,8,5,1.3,6,2,2,7.1,1,0
C-01762,Basic,mensile,34,7,3,1.5,7,2,0,30.8,0,0
C-01763,Basic,mensile,2,8,7,3.5,7,0,2,6.8,0,0
C-01764,Basic,mensile,22,9,6,4.3,4,2,1,9.2,2,1
C-01765,Basic,mensile,44,2,2,2.5,5,0,1,6.7,1,1
C-01766,Basic,annuale,14,3,2,2.2,2,0,5,6.2,0,0
C-01767,Enterprise,mensile,7,225,170,5.2,3,1,2,4.3,1,0
C-01768,Basic,mensile,42,5,4,4.2,3,3,1,15.0,0,0
C-01769,Basic,annuale,46,5,5,4.7,3,3,1,6.7,0,0
C-01770,Pro,annuale,20,6,4,2.6,5,5,0,6.2,1,0
C-01771,Pro,annuale,7,37,22,2.5,5,0,2,5.6,2,0
C-01772,Pro,annuale,4,18,10,4.5,6,2,3,12.0,0,0
C-01773,Pro,annuale,26,22,14,2.8,5,1,2,10.1,0,0
C-01774,Enterprise,annuale,12,62,46,2.3,4,3,4,10.2,0,0
C-01775,Pro,annuale,19,21,13,1.9,8,2,5,6.3,1,0
C-01776,Pro,mensile,18,23,13,2.5,7,0,0,13.0,1,1
C-01777,Pro,annuale,10,15,12,4.4,3,2,3,6.7,1,0
C-01778,Basic,mensile,4,6,3,1.1,5,5,2,10.4,0,0
C-01779,Basic,annuale,14,9,7,4.1,4,0,3,9.2,0,0
C-01780,Pro,annuale,22,13,2,2.2,8,0,2,3.6,0,0
C-01781,Basic,mensile,23,7,3,2.9,5,2,4,33.8,0,0
C-01782,Pro,annuale,12,19,16,3.0,3,2,3,14.1,0,0
C-01783,Basic,annuale,46,7,4,2.9,6,0,1,11.1,0,0
C-01784,Basic,mensile,8,5,3,2.8,6,1,2,12.2,1,0
C-01785,Basic,mensile,39,9,4,2.6,4,3,3,34.3,1,0
C-01786,Pro,annuale,22,28,22,2.4,5,4,1,19.8,1,0
C-01787,Basic,annuale,15,1,0,5.0,5,0,0,12.3,0,0
C-01788,Pro,mensile,28,7,4,3.2,4,3,1,6.5,1,0
C-01789,Enterprise,mensile,17,241,215,3.0,4,1,2,7.2,0,0
C-01790,Basic,annuale,6,3,1,2.3,7,2,3,3.4,0,0
C-01791,Pro,mensile,7,21,19,2.6,7,4,4,8.0,1,0
C-01792,Basic,mensile,16,10,9,2.3,6,3,1,14.9,1,0
C-01793,Basic,mensile,13,2,2,4.3,6,1,2,14.6,0,0
C-01794,Pro,mensile,38,9,6,2.1,5,0,2,14.5,1,0
C-01795,Enterprise,annuale,13,214,139,0.1,5,2,2,7.3,0,0
C-01796,Basic,annuale,12,7,6,3.3,6,2,3,13.9,1,0
C-01797,Pro,annuale,11,30,20,2.8,3,2,2,16.4,1,0
C-01798,Basic,annuale,10,4,3,2.4,4,2,2,2.6,1,0
C-01799,Pro,mensile,10,27,10,4.5,3,1,2,12.0,0,0
C-01800,Pro,mensile,6,17,9,0.0,6,0,3,34.9,0,1
C-01801,Pro,mensile,23,29,17,5.4,6,2,6,8.4,0,0
C-01802,Pro,mensile,18,38,27,4.7,5,0,1,2.2,1,0
C-01803,Basic,mensile,17,6,5,2.3,5,4,5,6.1,3,1
C-01804,Pro,mensile,5,12,6,2.6,7,1,2,3.4,1,0
C-01805,Pro,mensile,26,48,16,3.9,3,0,0,6.8,1,0
C-01806,Pro,mensile,28,18,9,3.9,5,0,4,4.8,1,0
C-01807,Basic,annuale,53,7,6,2.3,7,1,4,17.5,1,0
C-01808,Basic,annuale,27,10,9,0.9,6,1,5,16.0,0,0
C-01809,Basic,annuale,60,5,3,6.2,5,1,0,12.3,0,0
C-01810,Basic,annuale,11,5,3,4.5,4,0,3,20.9,0,0
C-01811,Basic,annuale,55,9,6,3.4,8,2,2,7.1,0,0
C-01812,Basic,mensile,28,8,3,3.4,5,1,2,10.5,0,0
C-01813,Pro,annuale,25,5,3,4.1,7,2,6,37.3,2,0
C-01814,Basic,mensile,17,6,4,4.2,7,0,1,14.2,1,0
C-01815,Pro,mensile,14,12,9,0.3,7,1,0,14.2,1,1
C-01816,Pro,mensile,12,47,30,2.7,2,0,0,6.3,1,1
C-01817,Pro,mensile,56,13,11,2.6,5,2,1,7.8,1,1
C-01818,Pro,mensile,17,12,8,3.0,4,1,3,5.5,1,0
C-01819,Pro,annuale,28,43,19,4.3,4,2,3,27.4,0,0
C-01820,Pro,annuale,33,45,18,0.7,4,0,2,3.9,1,0
C-01821,Enterprise,annuale,32,63,51,1.3,5,3,1,17.3,0,0
C-01822,Pro,annuale,23,34,25,2.2,5,0,1,14.2,1,1
C-01823,Pro,mensile,54,29,11,3.4,6,2,2,3.8,0,0
C-01824,Pro,mensile,27,31,24,4.4,4,3,2,19.8,0,0
C-01825,Pro,annuale,12,19,13,5.5,4,0,4,8.6,0,0
C-01826,Basic,mensile,15,10,7,2.8,5,0,2,4.5,1,0
C-01827,Pro,mensile,5,45,42,4.4,6,3,3,12.4,1,0
C-01828,Pro,mensile,24,38,33,4.2,0,0,0,6.1,0,0
C-01829,Enterprise,annuale,30,261,148,4.0,7,2,0,8.8,0,0
C-01830,Pro,annuale,32,10,8,3.2,5,0,2,7.4,1,0
C-01831,Pro,mensile,28,35,32,2.6,6,1,0,5.9,0,0
C-01832,Enterprise,annuale,17,263,203,1.7,7,2,2,4.9,1,0
C-01833,Pro,mensile,20,29,24,1.6,5,1,3,16.1,1,0
C-01834,Basic,mensile,20,3,3,3.7,6,2,3,12.2,1,0
C-01835,Basic,mensile,38,6,2,3.1,8,0,3,11.7,0,0
C-01836,Basic,mensile,3,10,8,2.6,2,0,2,8.0,1,0
C-01837,Basic,annuale,14,4,3,4.1,5,1,3,10.3,2,0
C-01838,Basic,mensile,8,6,5,2.9,8,2,2,6.4,0,0
C-01839,Pro,annuale,69,37,25,1.9,7,2,0,6.4,1,0
C-01840,Pro,mensile,44,29,20,2.8,6,1,2,27.9,0,0
C-01841,Basic,annuale,14,3,2,4.3,4,1,3,17.0,3,1
C-01842,Pro,annuale,6,29,24,1.8,5,0,5,7.1,0,0
C-01843,Basic,annuale,7,10,2,3.5,7,2,2,4.1,0,0
C-01844,Enterprise,annuale,38,291,96,3.1,6,1,1,3.6,0,0
C-01845,Basic,annuale,5,3,2,2.1,4,2,2,6.8,2,0
C-01846,Pro,mensile,20,27,13,2.8,3,3,1,10.7,0,0
C-01847,Basic,annuale,34,8,5,1.0,7,0,1,10.7,0,0
C-01848,Pro,annuale,7,33,25,3.4,6,4,0,10.9,0,0
C-01849,Basic,mensile,20,8,6,1.3,8,0,1,12.2,1,0
C-01850,Pro,mensile,14,35,32,4.7,5,1,3,5.4,0,0
C-01851,Basic,mensile,13,1,1,3.1,5,3,1,24.7,1,0
C-01852,Enterprise,mensile,11,195,140,2.4,4,0,5,8.9,1,0
C-01853,Pro,mensile,36,36,27,4.8,5,2,3,11.9,1,0
C-01854,Pro,mensile,50,26,15,1.8,5,2,1,6.7,1,0
C-01855,Pro,annuale,16,37,29,2.2,3,2,1,12.1,1,0
C-01856,Enterprise,mensile,26,270,215,0.6,5,1,3,34.8,0,0
C-01857,Basic,annuale,20,1,1,5.0,4,1,2,5.5,0,0
C-01858,Basic,mensile,4,5,3,5.8,7,0,1,5.1,0,0
